구분,티커,종목명,신호일,진입일,진입가,현재가/청산가,청산일,모멘텀(%),패턴,상태,손절가,익절가,손익률(%),보유일수
매수,064760.KS,티씨케이,2026-03-16,2026-05-26,236500.0,244500.0,,129.91,Triple Bottom,,210804.23187770738,389107.61035568663,3.38,
매수,053610.KS,프로텍,2026-03-25,2026-06-04,59100.0,56300.0,,128.38,Rect Bottom,,50761.65903615194,93697.11257364934,-4.74,
매수,037460.KS,삼지전자,2026-03-25,2026-06-04,23850.0,26000.0,,125.5,Rect Bottom,,23061.982967421187,42568.37257291212,9.01,
매수,007660.KS,이수페타시스,2026-03-19,2026-05-29,127600.0,115000.0,,119.89,Rect Bottom,,,,-9.87,
매수,178320.KS,서진시스템,2026-03-20,2026-05-30,46650.0,46300.0,,118.91,Rect Bottom,,39209.587129253574,72374.01552615772,-0.75,
매수,101490.KS,에스앤에스텍,2026-03-03,2026-05-13,94900.0,86400.0,,115.31,Triple Bottom,,78334.85256575607,144592.38800817315,-8.96,
매수,047810.KS,한국항공우주,2026-03-17,2026-05-27,197600.0,188000.0,,109.35,Triple Bottom,,,,-4.86,
매수,237690.KS,에스티팜,2026-03-09,2026-05-19,160600.0,154800.0,,102.35,Rect Bottom,,143768.48614059645,265371.39026257826,-3.61,
매수,000720.KS,현대건설,2026-03-18,2026-05-28,164700.0,152400.0,,94.14,Rect Bottom,,,,-7.47,
매수,160980.KS,싸이맥스,2026-03-25,2026-06-04,24000.0,25050.0,,93.59,Rect Bottom,,20827.45810951749,38443.83190314184,4.38,
매수,039200.KS,오스코텍,2026-03-16,2026-05-26,56600.0,54300.0,,87.24,Triple Bottom,,49496.83364488569,91362.46691151522,-4.06,
매수후보,045100.KS,한양이엔지,2026-03-25,2026-06-04,34050.0,32450.0,,85.42,Rect Bottom,,28163.445378861707,51984.77674351974,-4.7,
매수후보,078160.KS,메디포스트,2026-03-18,2026-05-28,23200.0,24550.0,,85.28,Rect Bottom,,18972.380868993663,35019.6849320118,5.82,
매수후보,281820.KS,케이씨텍,2026-03-18,2026-05-28,51000.0,48550.0,,80.19,Rect Bottom,,,,-4.8,
매도패턴,084370.KS,유진테크,2026-03-26,,124122.22222222225,124100.0,,220.67,H&S,,,,-0.02,
매도패턴,005810.KS,풍산홀딩스,2026-03-26,,36500.0,35950.0,,-21.59,Triple Top,,,,-1.51,
매도패턴,122640.KS,예스티,2026-03-26,,21600.0,21500.0,,29.75,Triple Top,,,,-0.46,
매도패턴,012860.KS,모베이스전자,2026-03-26,,3570.0,3395.0,,127.85,Triple Top,,,,-4.9,
매도패턴,047050.KS,포스코인터내셔널,2026-03-25,,77900.0,78200.0,,60.09,H&S,,,,0.39,
매도패턴,090430.KS,아모레퍼시픽,2026-03-25,,214771.4285714291,136000.0,,-0.51,H&S,,,,-36.68,
매도패턴,229640.KS,LS에코에너지,2026-03-25,,46420.0,44600.0,,32.29,H&S,,,,-3.92,
매도패턴,033500.KS,동성화인텍,2026-03-25,,24800.0,24000.0,,-11.71,Triple Top,,,,-3.23,
매도패턴,015860.KS,일진홀딩스,2026-03-25,,7832.352941176476,7220.0,,29.16,H&S,,,,-7.82,
매도패턴,033920.KS,무학,2026-03-25,,9148.510602678572,8880.0,,18.17,H&S,,,,-2.94,
매도패턴,029780.KS,삼성카드,2026-03-24,,57300.0,54500.0,,10.32,Rect Top,,,,-4.89,
매도패턴,012030.KS,DB,2026-03-24,,1730.818181818182,1694.0,,13.24,H&S,,,,-2.13,
매도패턴,329180.KS,HD현대중공업,2026-03-23,,511000.0,511000.0,,21.91,Rect Top,,,,0.0,
매도패턴,068270.KS,셀트리온,2026-03-23,,193355.55555555562,203000.0,,27.73,H&S,,,,4.99,
매도패턴,042700.KS,한미반도체,2026-03-23,,326125.0,278000.0,,173.39,H&S,,,,-14.76,
매도패턴,096770.KS,SK이노베이션,2026-03-23,,109000.0,111300.0,,-9.07,Rect Top,,,,2.11,
매도패턴,003550.KS,LG,2026-03-23,,87900.0,87500.0,,11.36,Triple Top,,,,-0.46,
매도패턴,352820.KS,하이브,2026-03-23,,302143.4821428573,304000.0,,-0.35,H&S,,,,0.61,
매도패턴,039490.KS,키움증권,2026-03-23,,564000.0,418500.0,,90.07,H&S,,,,-25.8,
매도패턴,000880.KS,한화,2026-03-23,,113392.85714285714,111100.0,,17.82,H&S,,,,-2.02,
매도패턴,214370.KS,케어젠,2026-03-23,,106500.0,93800.0,,173.87,Rect Top,,,,-11.92,
매도패턴,111770.KS,영원무역,2026-03-23,,80200.0,81200.0,,32.22,Triple Top,,,,1.25,
매도패턴,068760.KS,셀트리온제약,2026-03-23,,57554.7890625,57600.0,,17.66,Triple Top,,,,0.08,
매도패턴,000155.KS,두산우,2026-03-23,,489285.7142857136,501000.0,,32.02,H&S,,,,2.39,
매도패턴,069960.KS,현대백화점,2026-03-23,,84400.0,84500.0,,12.41,Triple Top,,,,0.12,
매도패턴,280360.KS,롯데웰푸드,2026-03-23,,109325.0,114100.0,,0.09,H&S,,,,4.37,
매도패턴,00088K.KS,한화3우B,2026-03-23,,45100.0,45050.0,,12.34,Rect Top,,,,-0.11,
매도패턴,358570.KS,지아이이노베이션,2026-03-23,,13020.0,14510.0,,-30.07,Triple Top,,,,11.44,
매도패턴,102710.KS,이엔에프테크놀로지,2026-03-23,,51100.0,51600.0,,34.28,Triple Top,,,,0.98,
매도패턴,214320.KS,이노션,2026-03-23,,18590.0,18220.0,,-8.45,H&S,,,,-1.99,
매도패턴,000640.KS,동아쏘시오홀딩스,2026-03-23,,100750.4560546875,98400.0,,-8.07,H&S,,,,-2.33,
매도패턴,093320.KS,케이아이엔엑스,2026-03-23,,99400.0,103500.0,,7.8,Rect Top,,,,4.12,
매도패턴,037460.KS,삼지전자,2026-03-23,,24106.25,26000.0,,125.5,H&S,,,,7.86,
매도패턴,101730.KS,위메이드맥스,2026-03-23,,5000.0,4945.0,,-38.42,Rect Top,,,,-1.1,
매도패턴,206640.KS,바디텍메드,2026-03-23,,11340.0,11690.0,,-15.84,Triple Top,,,,3.09,
매도패턴,290740.KS,액트로,2026-03-23,,21950.0,18880.0,,262.85,Triple Top,,,,-13.99,
매도패턴,081660.KS,미스토홀딩스,2026-03-19,,47000.0,40100.0,,14.93,Rect Top,,,,-14.68,
매도패턴,290650.KS,엘앤씨바이오,2026-03-19,,75800.0,70900.0,,155.7,Rect Top,,,,-6.46,
매도패턴,009160.KS,SIMPAC,2026-03-19,,4800.0,4905.0,,-50.11,Triple Top,,,,2.19,
매도패턴,003350.KS,한국화장품제조,2026-03-19,,45200.0,44800.0,,-20.08,Triple Top,,,,-0.88,
매도패턴,032620.KS,유비케어,2026-03-18,,4886.666666666657,3990.0,,3.5,H&S,,,,-18.35,
매도패턴,082270.KS,젬백스,2026-03-16,,38000.0,41650.0,,-31.94,Triple Top,,,,9.61,
매도패턴,051910.KS,LG화학,2026-03-13,,300000.0,314000.0,,48.46,Rect Top,,,,4.67,
매도패턴,064350.KS,현대로템,2026-03-13,,200000.0,189800.0,,-3.41,Triple Top,,,,-5.1,
매도패턴,011170.KS,롯데케미칼,2026-03-13,,71200.0,80500.0,,37.96,Rect Top,,,,13.06,
매도패턴,145020.KS,휴젤,2026-03-13,,243500.0,254500.0,,-31.03,Triple Top,,,,4.52,
매도패턴,105630.KS,한세실업,2026-03-13,,12290.0,12130.0,,16.3,Rect Top,,,,-1.3,
매도패턴,103140.KS,풍산,2026-03-11,,107400.0,93500.0,,-27.35,Triple Top,,,,-12.94,
매도패턴,336370.KS,솔루스첨단소재,2026-03-11,,10433.75,9250.0,,12.96,H&S,,,,-11.35,
매도패턴,088260.KS,이리츠코크렙,2026-03-11,,4840.7692307692305,4845.0,,13.48,H&S,,,,0.09,
매도패턴,039200.KS,오스코텍,2026-03-10,,50300.0,54300.0,,87.24,Triple Top,,,,7.95,
매도패턴,161890.KS,한국콜마,2026-03-09,,67300.0,77400.0,,-15.59,Triple Top,,,,15.01,
매도패턴,00104K.KS,CJ4우(전환),2026-03-09,,150800.0,177900.0,,37.16,Triple Top,,,,17.97,
매도패턴,029460.KS,케이씨,2026-03-09,,30987.724609375,32100.0,,37.83,Triple Top,,,,3.59,
매도패턴,005710.KS,대원산업,2026-03-09,,12720.0,13100.0,,19.67,Triple Top,,,,2.99,
매도패턴,234690.KS,녹십자웰빙,2026-03-09,,9320.0,14330.0,,47.28,Triple Top,,,,53.76,
매도패턴,039570.KS,HDC랩스,2026-03-09,,8090.0,8610.0,,-8.11,Triple Top,,,,6.43,
매도패턴,006650.KS,대한유화,2026-03-06,,129100.0,137800.0,,65.69,Triple Top,,,,6.74,
매도패턴,035720.KS,카카오,2026-03-05,,56121.359375,48650.0,,-18.8,Triple Top,,,,-13.31,
매도패턴,326030.KS,SK바이오팜,2026-03-05,,108500.0,94700.0,,3.72,Triple Top,,,,-12.72,
매도패턴,064400.KS,LG씨엔에스,2026-03-05,,67500.0,61200.0,,-23.45,Triple Top,,,,-9.33,
매도패턴,022100.KS,포스코DX,2026-03-05,,37550.0,30350.0,,29.42,Triple Top,,,,-19.17,
매도패턴,041510.KS,에스엠,2026-03-05,,105400.0,91800.0,,-34.03,Triple Top,,,,-12.9,
매도패턴,298020.KS,효성티앤씨,2026-03-05,,378000.0,389500.0,,65.44,Triple Top,,,,3.04,
매도패턴,137400.KS,피엔티,2026-03-05,,48100.0,48450.0,,56.33,Triple Top,,,,0.73,
매도패턴,122870.KS,와이지엔터테인먼트,2026-03-05,,69800.0,56200.0,,-40.97,Triple Top,,,,-19.48,
매도패턴,075580.KS,세진중공업,2026-03-05,,17770.0,17620.0,,54.02,Triple Top,,,,-0.84,
매도패턴,079900.KS,전진건설로봇,2026-03-05,,55357.65625,52600.0,,-5.31,Triple Top,,,,-4.98,
매도패턴,053030.KS,바이넥스,2026-03-05,,14690.0,11900.0,,-24.73,Triple Top,,,,-18.99,
매도패턴,294570.KS,쿠콘,2026-03-05,,31800.0,29550.0,,8.22,Triple Top,,,,-7.08,
매도패턴,126600.KS,BGF에코머티리얼즈,2026-03-05,,3801.51123046875,3580.0,,23.32,Triple Top,,,,-5.83,
매도패턴,373220.KS,LG에너지솔루션,2026-03-04,,380000.0,384500.0,,27.95,Triple Top,,,,1.18,
매도패턴,034020.KS,두산에너빌리티,2026-03-04,,86200.0,100900.0,,47.51,Triple Top,,,,17.05,
매도패턴,028260.KS,삼성물산,2026-03-04,,289500.0,278000.0,,74.27,Triple Top,,,,-3.97,
매도패턴,042660.KS,한화오션,2026-03-04,,129700.0,125700.0,,58.31,Triple Top,,,,-3.08,
매도패턴,010140.KS,삼성중공업,2026-03-04,,23800.0,26350.0,,57.22,Triple Top,,,,10.71,
매도패턴,000810.KS,삼성화재,2026-03-04,,470000.0,453000.0,,4.38,Triple Top,,,,-3.62,
매도패턴,196170.KS,알테오젠,2026-03-04,,361000.0,381000.0,,0.22,Rect Top,,,,5.54,
매도패턴,047810.KS,한국항공우주,2026-03-04,,160000.0,188000.0,,109.35,Triple Top,,,,17.5,
매도패턴,018260.KS,삼성에스디에스,2026-03-04,,165500.0,156100.0,,-6.21,Triple Top,,,,-5.68,
매도패턴,259960.KS,크래프톤,2026-03-04,,227567.359375,241500.0,,-31.87,Triple Top,,,,6.12,
매도패턴,298380.KS,에이비엘바이오,2026-03-04,,177100.0,179900.0,,167.71,Rect Top,,,,1.58,
매도패턴,000100.KS,유한양행,2026-03-04,,104045.09375,99000.0,,-4.48,Triple Top,,,,-4.85,
매도패턴,028300.KS,HLB,2026-03-04,,51283.33333333334,49950.0,,-0.3,H&S,,,,-2.6,
매도패턴,241560.KS,두산밥캣,2026-03-04,,57700.0,60500.0,,4.34,Triple Top,,,,4.85,
매도패턴,088980.KS,맥쿼리인프라,2026-03-04,,11140.0,11460.0,,3.24,Triple Top,,,,2.87,
매도패턴,021240.KS,코웨이,2026-03-04,,75300.0,73300.0,,-24.28,Triple Top,,,,-2.66,
매도패턴,062040.KS,산일전기,2026-03-04,,136200.0,168600.0,,89.44,Triple Top,,,,23.79,
매도패턴,251270.KS,넷마블,2026-03-04,,47759.82421875,51500.0,,-11.51,Triple Top,,,,7.83,
매도패턴,347850.KS,디앤디파마텍,2026-03-04,,77500.0,78500.0,,-33.76,Rect Top,,,,1.29,
매도패턴,011780.KS,금호석유화학,2026-03-04,,121733.74573863635,128000.0,,15.58,H&S,,,,5.15,
매도패턴,036460.KS,한국가스공사,2026-03-04,,38100.0,36000.0,,-11.04,Triple Top,,,,-5.51,
매도패턴,097950.KS,CJ제일제당,2026-03-04,,206082.0,216500.0,,-11.25,Triple Top,,,,5.06,
매도패턴,051600.KS,한전KPS,2026-03-04,,54300.0,60600.0,,0.83,Triple Top,,,,11.6,
매도패턴,026960.KS,동서,2026-03-04,,25150.0,27250.0,,-0.09,Rect Top,,,,8.35,
매도패턴,064760.KS,티씨케이,2026-03-04,,204500.0,244500.0,,129.91,Triple Top,,,,19.56,
매도패턴,071970.KS,HD현대마린엔진,2026-03-04,,79900.0,78800.0,,56.66,Triple Top,,,,-1.38,
매도패턴,004800.KS,효성,2026-03-04,,137300.0,142700.0,,95.35,Triple Top,,,,3.93,
매도패턴,008930.KS,한미사이언스,2026-03-04,,36250.0,37950.0,,-15.29,Triple Top,,,,4.69,
매도패턴,204320.KS,HL만도,2026-03-04,,58000.0,51500.0,,57.73,Triple Top,,,,-11.21,
매도패턴,257720.KS,실리콘투,2026-03-04,,37900.0,36600.0,,-40.68,Triple Top,,,,-3.43,
매도패턴,030000.KS,제일기획,2026-03-04,,20600.0,19830.0,,4.62,Triple Top,,,,-3.74,
매도패턴,192820.KS,코스맥스,2026-03-04,,162300.0,188800.0,,-30.2,Triple Top,,,,16.33,
매도패턴,018670.KS,SK가스,2026-03-04,,221500.0,246500.0,,-3.73,Triple Top,,,,11.29,
매도패턴,101490.KS,에스앤에스텍,2026-03-04,,83200.0,86400.0,,115.31,Triple Top,,,,3.85,
매도패턴,069620.KS,대웅제약,2026-03-04,,160700.0,161400.0,,12.47,Triple Top,,,,0.44,
매도패턴,361610.KS,SK아이이테크놀로지,2026-03-04,,23400.0,21050.0,,-21.01,Triple Top,,,,-10.04,
매도패턴,006280.KS,녹십자,2026-03-04,,150900.0,148300.0,,17.42,Triple Top,,,,-1.72,
매도패턴,007070.KS,GS리테일,2026-03-04,,20268.9375,20950.0,,29.12,Triple Top,,,,3.36,
매도패턴,003570.KS,SNT다이내믹스,2026-03-04,,49150.0,50400.0,,-0.93,Rect Top,,,,2.54,
매도패턴,008770.KS,호텔신라,2026-03-04,,44300.0,41950.0,,-18.86,Triple Top,,,,-5.3,
매도패턴,060370.KS,LS마린솔루션,2026-03-04,,27300.0,28850.0,,-10.12,Rect Top,,,,5.68,
매도패턴,195940.KS,HK이노엔,2026-03-04,,45650.0,52500.0,,24.11,Triple Top,,,,15.01,
매도패턴,007310.KS,오뚜기,2026-03-04,,374000.0,362500.0,,-7.99,Triple Top,,,,-3.07,
매도패턴,095610.KS,테스,2026-03-04,,64200.0,63400.0,,158.06,Triple Top,,,,-1.25,
매도패턴,035760.KS,CJ ENM,2026-03-04,,61600.0,59300.0,,-20.83,Triple Top,,,,-3.73,
매도패턴,213420.KS,덕산네오룩스,2026-03-04,,34100.0,52900.0,,51.58,Triple Top,,,,55.13,
매도패턴,166090.KS,하나머티리얼즈,2026-03-04,,58900.0,63700.0,,145.31,Triple Top,,,,8.15,
매도패턴,300720.KS,한일시멘트,2026-03-04,,16431.140625,16590.0,,-4.54,Triple Top,,,,0.97,
매도패턴,185750.KS,종근당,2026-03-04,,81818.71875,91700.0,,11.94,Triple Top,,,,12.08,
매도패턴,096530.KS,씨젠,2026-03-04,,23400.0,22600.0,,-30.42,Triple Top,,,,-3.42,
매도패턴,036540.KS,SFA반도체,2026-03-04,,6890.0,6690.0,,112.38,Triple Top,,,,-2.9,
매도패턴,005300.KS,롯데칠성,2026-03-04,,124800.0,117000.0,,-1.85,Rect Top,,,,-6.25,
매도패턴,006120.KS,SK디스커버리,2026-03-04,,52000.0,55400.0,,-4.76,Triple Top,,,,6.54,
매도패턴,192080.KS,더블유게임즈,2026-03-04,,49905.1875,50300.0,,-8.7,Triple Top,,,,0.79,
매도패턴,036830.KS,솔브레인홀딩스,2026-03-04,,48600.0,48550.0,,19.0,Triple Top,,,,-0.1,
매도패턴,328130.KS,루닛,2026-03-04,,37700.0,34600.0,,-39.93,Rect Top,,,,-8.22,
매도패턴,009240.KS,한샘,2026-03-04,,42300.0,42800.0,,-7.16,Triple Top,,,,1.18,
매도패턴,030190.KS,NICE평가정보,2026-03-04,,16210.0,16720.0,,2.33,Triple Top,,,,3.15,
매도패턴,100840.KS,SNT에너지,2026-03-04,,36050.0,48400.0,,17.83,Triple Top,,,,34.26,
매도패턴,249420.KS,일동제약,2026-03-04,,35800.0,30100.0,,140.22,Triple Top,,,,-15.92,
매도패턴,032190.KS,다우데이타,2026-03-04,,23400.0,23650.0,,19.38,Triple Top,,,,1.07,
매도패턴,161580.KS,필옵틱스,2026-03-04,,41400.0,39000.0,,3.17,Triple Top,,,,-5.8,
매도패턴,044490.KS,태웅,2026-03-04,,28700.0,45300.0,,51.0,Triple Top,,,,57.84,
매도패턴,064960.KS,SNT모티브,2026-03-04,,32000.0,34450.0,,12.7,Rect Top,,,,7.66,
매도패턴,066575.KS,LG전자우,2026-03-04,,52740.0,51500.0,,42.94,H&S,,,,-2.35,
매도패턴,004490.KS,세방전지,2026-03-04,,62100.0,60600.0,,-7.89,Triple Top,,,,-2.42,
매도패턴,348370.KS,엔켐,2026-03-04,,60600.0,45000.0,,-19.5,Rect Top,,,,-25.74,
매도패턴,108320.KS,LX세미콘,2026-03-04,,48807.62890625,50700.0,,-19.72,Triple Top,,,,3.88,
매도패턴,093370.KS,후성,2026-03-04,,7280.0,7210.0,,52.43,Triple Top,,,,-0.96,
매도패턴,014820.KS,동원시스템즈,2026-03-04,,24150.0,26450.0,,-16.09,Triple Top,,,,9.52,
매도패턴,090460.KS,비에이치,2026-03-04,,15930.0,21800.0,,80.23,Rect Top,,,,36.85,
매도패턴,121600.KS,나노신소재,2026-03-04,,64100.0,62200.0,,24.75,Triple Top,,,,-2.96,
매도패턴,069260.KS,TKG휴켐스,2026-03-04,,18577.00390625,18570.0,,16.15,Triple Top,,,,-0.04,
매도패턴,368770.KS,파이버프로,2026-03-04,,12770.0,21050.0,,237.96,Triple Top,,,,64.84,
매도패턴,007700.KS,F&F홀딩스,2026-03-04,,18300.0,19000.0,,-11.39,Triple Top,,,,3.83,
매도패턴,001680.KS,대상,2026-03-04,,21300.0,20600.0,,-5.94,Triple Top,,,,-3.29,
매도패턴,005180.KS,빙그레,2026-03-04,,74900.0,73200.0,,-13.88,Triple Top,,,,-2.27,
매도패턴,042000.KS,카페24,2026-03-04,,30050.0,28000.0,,-41.48,Triple Top,,,,-6.82,
매도패턴,067160.KS,SOOP,2026-03-04,,66600.0,60200.0,,-30.57,Triple Top,,,,-9.61,
매도패턴,053800.KS,안랩,2026-03-04,,61300.0,61300.0,,-8.36,Triple Top,,,,0.0,
매도패턴,293940.KS,신한알파리츠,2026-03-04,,5530.0,5720.0,,4.28,Triple Top,,,,3.44,
매도패턴,025980.KS,아난티,2026-03-04,,7650.0,6990.0,,-35.16,Triple Top,,,,-8.63,
매도패턴,005250.KS,녹십자홀딩스,2026-03-04,,14450.0,14100.0,,-12.26,Rect Top,,,,-2.42,
매도패턴,039130.KS,하나투어,2026-03-04,,44900.0,41250.0,,-22.83,Triple Top,,,,-8.13,
매도패턴,002840.KS,미원상사,2026-03-04,,135300.0,137500.0,,-15.83,Triple Top,,,,1.63,
매도패턴,094170.KS,동운아나텍,2026-03-04,,26700.0,29100.0,,61.58,Rect Top,,,,8.99,
매도패턴,119850.KS,지엔씨에너지,2026-03-04,,34350.0,33950.0,,-5.12,Triple Top,,,,-1.16,
매도패턴,005420.KS,코스모화학,2026-03-04,,13420.0,15130.0,,2.44,Rect Top,,,,12.74,
매도패턴,002030.KS,아세아,2026-03-04,,279500.0,278500.0,,-9.86,Triple Top,,,,-0.36,
매도패턴,278280.KS,천보,2026-03-04,,47700.0,47500.0,,18.75,Rect Top,,,,-0.42,
매도패턴,098070.KS,한텍,2026-03-04,,34750.0,45900.0,,30.21,Triple Top,,,,32.09,
매도패턴,095660.KS,네오위즈,2026-03-04,,24300.0,24600.0,,-1.8,Triple Top,,,,1.23,
매도패턴,083450.KS,GST,2026-03-04,,27100.0,27750.0,,45.34,Triple Top,,,,2.4,
매도패턴,025320.KS,시노펙스,2026-03-04,,5523.8095703125,5950.0,,-18.23,Rect Top,,,,7.72,
매도패턴,047920.KS,HLB제약,2026-03-04,,14300.0,15520.0,,-10.91,Triple Top,,,,8.53,
매도패턴,064260.KS,다날,2026-03-04,,6550.0,6380.0,,-13.2,Triple Top,,,,-2.6,
매도패턴,006220.KS,제주은행,2026-03-04,,14170.0,12890.0,,-17.95,Triple Top,,,,-9.03,
매도패턴,089010.KS,켐트로닉스,2026-03-04,,32400.0,28500.0,,25.0,Triple Top,,,,-12.04,
매도패턴,192650.KS,드림텍,2026-03-04,,6486.732421875,6880.0,,17.85,Triple Top,,,,6.06,
매도패턴,215200.KS,메가스터디교육,2026-03-04,,41800.0,46300.0,,-2.84,Triple Top,,,,10.77,
매도패턴,194480.KS,데브시스터즈,2026-03-04,,35650.0,35000.0,,-19.54,Triple Top,,,,-1.82,
매도패턴,101930.KS,인화정공,2026-03-04,,40350.0,50700.0,,44.31,Triple Top,,,,25.65,
매도패턴,338840.KS,와이바이오로직스,2026-03-04,,22000.0,33850.0,,273.62,Triple Top,,,,53.86,
매도패턴,004700.KS,조광피혁,2026-03-04,,65400.0,69600.0,,11.72,Triple Top,,,,6.42,
매도패턴,357120.KS,코람코라이프인프라리츠,2026-03-04,,4385.0,4595.0,,6.85,Triple Top,,,,4.79,
매도패턴,005610.KS,SPC삼립,2026-03-04,,49900.0,50400.0,,-9.35,Triple Top,,,,1.0,
매도패턴,016800.KS,퍼시스,2026-03-04,,41641.4140625,38150.0,,-11.21,Triple Top,,,,-8.38,
매도패턴,183190.KS,아세아시멘트,2026-03-04,,11510.0,11570.0,,-5.32,Triple Top,,,,0.52,
매도패턴,031430.KS,신세계인터내셔날,2026-03-04,,11720.0,12340.0,,-0.08,Triple Top,,,,5.29,
매도패턴,060980.KS,HL홀딩스,2026-03-04,,44400.0,45150.0,,11.48,Triple Top,,,,1.69,
매도패턴,117730.KS,티로보틱스,2026-03-04,,22500.0,18630.0,,52.96,Triple Top,,,,-17.2,
매도패턴,200670.KS,휴메딕스,2026-03-04,,38900.0,35850.0,,-36.11,Triple Top,,,,-7.84,
매도패턴,179900.KS,유티아이,2026-03-04,,21450.0,17020.0,,-31.09,Rect Top,,,,-20.65,
매도패턴,314930.KS,바이오다인,2026-03-04,,11730.0,12610.0,,-18.91,Triple Top,,,,7.5,
매도패턴,144510.KS,지씨셀,2026-03-04,,24350.0,24400.0,,20.49,Triple Top,,,,0.21,
매도패턴,200880.KS,서연이화,2026-03-04,,14830.0,13700.0,,15.08,Triple Top,,,,-7.62,
매도패턴,079940.KS,가비아,2026-03-04,,29875.8203125,26850.0,,-0.86,Triple Top,,,,-10.13,
매도패턴,036890.KS,진성티이씨,2026-03-04,,13410.0,15850.0,,43.85,H&S,,,,18.2,
매도패턴,094360.KS,칩스앤미디어,2026-03-04,,17230.0,16900.0,,0.56,Triple Top,,,,-1.92,
매도패턴,200470.KS,에이팩트,2026-03-04,,6880.0,7920.0,,237.74,Triple Top,,,,15.12,
매도패턴,058970.KS,엠로,2026-03-04,,38650.0,28000.0,,-46.26,Triple Top,,,,-27.55,
매도패턴,001390.KS,KG케미칼,2026-03-04,,4825.0,5500.0,,19.44,Triple Top,,,,13.99,
매도패턴,002710.KS,TCC스틸,2026-03-04,,13050.0,13180.0,,-17.69,Rect Top,,,,1.0,
