구분,티커,종목명,신호일,진입일,진입가,현재가/청산가,청산일,모멘텀(%),패턴,상태,손절가,익절가,손익률(%),보유일수
보유중,002320.KS,한진,2026-02-04,2026-02-05,20600.0,19030.0,,,,,17370.0,32062.0,-7.62,50
보유중,000640.KS,동아쏘시오홀딩스,2026-03-04,2026-03-05,105101.65172753099,97000.0,,,,,88623.0,163583.0,-7.71,22
보유중,034310.KS,NICE,2026-02-13,2026-02-19,14940.0,13760.0,,,,,12598.0,23253.0,-7.9,36
보유중,011200.KS,HMM,2026-02-10,2026-02-11,20955.22468824228,19300.0,,,,,17670.0,32615.0,-7.9,44
보유중,033920.KS,무학,2026-02-12,2026-02-13,9522.471055853544,8750.0,,,,,8030.0,14821.0,-8.11,42
보유중,100120.KS,뷰웍스,2026-03-25,2026-03-26,30600.0,28050.0,,,,,25802.0,47627.0,-8.33,1
보유중,036800.KS,나이스정보통신,2026-02-19,2026-02-20,27500.0,25200.0,,,,,23188.0,42802.0,-8.36,35
보유중,001530.KS,DI동일,2026-02-11,2026-02-12,21950.0,20100.0,,,,,18509.0,34164.0,-8.43,43
보유중,051905.KS,LG생활건강우,2026-02-19,2026-02-20,118800.0,108200.0,,,,,100174.0,184904.0,-8.92,35
보유중,111770.KS,영원무역,2026-02-05,2026-02-06,88900.0,80600.0,,,,,74962.0,138367.0,-9.34,49
보유중,017390.KS,서울가스,2026-02-20,2026-02-23,70700.0,63900.0,,,,,59615.0,110040.0,-9.62,32
보유중,066575.KS,LG전자우,2026-02-11,2026-02-12,56200.0,50700.0,,,,,47389.0,87471.0,-9.79,43
보유중,018310.KS,삼목에스폼,2026-02-05,2026-02-06,20600.0,18480.0,,,,,17370.0,32062.0,-10.29,49
보유중,035600.KS,KG이니시스,2026-01-28,2026-01-29,11370.0,10190.0,,,,,9587.0,17697.0,-10.38,57
보유중,348210.KS,넥스틴,2026-01-26,2026-01-27,78600.0,70400.0,,,,,66277.0,122335.0,-10.43,59
보유중,007310.KS,오뚜기,2026-02-12,2026-02-13,401500.0,358500.0,,,,,338552.0,624907.0,-10.71,42
보유중,005180.KS,빙그레,2026-02-11,2026-02-12,82600.0,73700.0,,,,,69650.0,128561.0,-10.77,43
보유중,015860.KS,일진홀딩스,2026-01-30,2026-02-02,7730.0,6880.0,,,,,6518.0,12031.0,-11.0,53
보유중,017810.KS,풀무원,2026-01-13,2026-01-14,13550.0,12050.0,,,,,11426.0,21090.0,-11.07,72
보유중,000430.KS,대원강업,2026-01-06,2026-01-07,4390.0,3900.0,,,,,3702.0,6833.0,-11.16,79
보유중,033640.KS,네패스,2026-03-25,2026-03-26,20300.0,18020.0,,,,,17117.0,31596.0,-11.23,1
보유중,025770.KS,한국정보통신,2026-02-20,2026-02-23,8610.0,7640.0,,,,,7260.0,13401.0,-11.27,32
보유중,067310.KS,하나마이크론,2026-01-27,2026-01-28,34100.0,30250.0,,,,,28754.0,53074.0,-11.29,58
보유중,029780.KS,삼성카드,2026-02-10,2026-02-11,60900.0,54000.0,,,,,51352.0,94787.0,-11.33,44
보유중,041020.KS,폴라리스오피스,2026-03-17,2026-03-18,5170.0,4580.0,,,,,4359.0,8047.0,-11.41,9
보유중,192080.KS,더블유게임즈,2026-02-23,2026-02-24,56069.946234044895,49600.0,,,,,47279.0,87269.0,-11.54,31
보유중,002810.KS,삼영무역,2026-02-23,2026-02-24,21758.03917541517,19120.0,,,,,18347.0,33865.0,-12.12,31
보유중,004490.KS,세방전지,2026-02-10,2026-02-11,68300.0,59600.0,,,,,57592.0,106304.0,-12.74,44
보유중,004020.KS,현대제철,2026-02-20,2026-02-23,39150.0,34050.0,,,,,33012.0,60934.0,-13.03,32
보유중,183190.KS,아세아시멘트,2026-02-03,2026-02-04,12960.0,11210.0,,,,,10928.0,20171.0,-13.5,51
보유중,344820.KS,KCC글라스,2026-02-19,2026-02-20,29275.7646033158,25200.0,,,,,24686.0,45566.0,-13.92,35
보유중,066570.KS,LG전자,2026-02-11,2026-02-12,127800.0,109850.0,,,,,107763.0,198912.0,-14.05,43
보유중,000815.KS,삼성화재우,2026-02-23,2026-02-24,429500.0,369000.0,,,,,362162.0,668487.0,-14.09,31
설정,패턴 모드,X3 Disparity Regime,,,,,,,,,,,,
설정,이격도 레짐,단기 18일 / 장기 108일,,,,,,,,,,,,
설정,매도 기준,단기 이격도 > +12%,,,,,,,,,,,,
설정,매수 기준,장기 이격도 < -19%,,,,,,,,,,,,
설정,풀백 기준,5.3%,,,,,,,,,,,,
설정,현재 상태,매수 허용 (골든크로스),,,,,,,,,,,,
설정,KOSPI 현재가,"5,460.46",,,,,,,,,,,,
설정,단기 이격도,-2.6%,,,,,,,,,,,,
설정,장기 이격도,+16.9%,,,,,,,,,,,,
설정,KOSPI 정배열,아니오,,,,,,,,,,,,
설정,모멘텀 임계값,73.9%,,,,,,,,,,,,
설정,최대 종목 수,30,,,,,,,,,,,,
설정,검색 기간,최근 20일,,,,,,,,,,,,
설정,보유 기간 제한,71일 경과 & 수익률 10% 미만시 매도,,,,,,,,,,,,
설정,손절 비율,15.7%,,,,,,,,,,,,
설정,익절 비율,55.6%,,,,,,,,,,,,
설정,수수료,0.17% (매수/매도 각),,,,,,,,,,,,
설정,슬리피지,"매수 0.00%, 매도 0.00%",,,,,,,,,,,,
설정,백테스트 수익률,"3,967.3%",,,,,,,,,,,,
설정,백테스트 MDD,-56.0%,,,,,,,,,,,,
설정,백테스트 기간,2013-01-02 ~ 2026-03-25,,,,,,,,,,,,
